ChapterID,SegmentLabel,SegmentType,Status,SourcePath,RawContent
1,segment_001,segment,DONE,C:\Users\sasch\visionexe\stories\template\filmsets\story_001\segment_001\segment.txt,"```json
{
  ""actors"": [],
  ""props"": [],
  ""environments"": [
    {
      ""name"": ""ሰማይ"",
      ""visualTraits"": null,
      ""changes"": null,
      ""role"": ""sky""
    },
    {
      ""name"": ""አለም"",
      ""visualTraits"": null,
      ""changes"": null,
      ""role"": ""world""
    }
  ],
  ""scenes"": [],
  ""blocking"": {
    ""anchors"": [],
    ""paths"": []
  }
}
```"
1,segment_002,segment,DONE,C:\Users\sasch\visionexe\stories\template\filmsets\story_001\segment_002\segment.txt,"```json
{
  ""actors"": [
    {
      ""name"": ""እግዚብሔር"",
      ""visualTraits"": null,
      ""changes"": null,
      ""role"": ""deity""
    },
    {
      ""name"": ""መላእት"",
      ""visualTraits"": null,
      ""changes"": null,
      ""role"": ""angel""
    },
    {
      ""name"": ""እምኀቤሆሙ"",
      ""visualTraits"": null,
      ""changes"": null,
      ""role"": ""lord""
    },
    {
      ""name"": ""ኅሩያን"",
      ""visualTraits"": null,
      ""changes"": null,
      ""role"": ""saint""
    }
  ],
  ""props"": [],
  ""environments"": [
    {
      ""name"": ""ሰማያት"",
      ""visualTraits"": null,
      ""changes"": null,
      ""role"": ""setting""
    }
  ],
  ""scenes"": [
    {
      ""title"": ""Verse 1"",
      ""location"": null,
      ""action"": null,
      ""actorsInvolved"": []
    },
    {
      ""title"": ""Verse 2"",
      ""location"": null,
      ""action"": null,
      ""actorsInvolved"": []
    },
    {
      ""title"": ""Verse 3"",
      ""location"": null,
      ""action"": null,
      ""actorsInvolved"": [""እግዚብሔር""]
    },
    {
      ""title"": ""Verse 4"",
      ""location"": null,
      ""action"": null,
      ""actorsInvolved"": []
    },
    {
      ""title"": ""Verse 5"",
      ""location"": null,
      ""action"": null,
      ""actorsInvolved"": []
    },
    {
      ""title"": ""Verse 6"",
      ""location"": null,
      ""action"": null,
      ""actorsInvolved"": [""መላእት""]
    },
    {
      ""title"": ""Verse 7"",
      ""location"": null,
      ""action"": null,
      ""actorsInvolved"": [""እምኀቤሆሙ""]
    },
    {
      ""title"": ""Verse 8"",
      ""location"": null,
      ""action"": null,
      ""actorsInvolved"": []
    },
    {
      ""title"": ""Verse 9"",
      ""location"": null,
      ""action"": null,
      ""actorsInvolved"": []
    },
    {
      ""title"": ""Verse 10"",
      ""location"": null,
      ""action"": null,
      ""actorsInvolved"": []
    },
    {
      ""title"": ""Verse 11"",
      ""location"": null,
      ""action"": null,
      ""actorsInvolved"": [""ኅሩያን""]
    }
  ],
  ""blocking"": {
    ""anchors"": [],
    ""paths"": []
  }
}
```"
1,segment_003,segment,DONE,C:\Users\sasch\visionexe\stories\template\filmsets\story_001\segment_003\segment.txt,"```json
{
  ""actors"": [
    {
      ""name"": ""ኅሩያን"",
      ""visualTraits"": null,
      ""changes"": null,
      ""role"": ""subject""
    },
    {
      ""name"": ""እቤ"",
      ""visualTraits"": null,
      ""changes"": null,
      ""role"": ""subject""
    },
    {
      ""name"": ""ቅዱስ"",
      ""visualTraits"": null,
      ""changes"": null,
      ""role"": ""subject""
    },
    {
      ""name"": ""ወዓቢይ"",
      ""visualTraits"": null,
      ""changes"": null,
      ""role"": ""subject""
    },
    {
      ""name"": ""እማኅደሩ"",
      ""visualTraits"": null,
      ""changes"": null,
      ""role"": ""subject""
    }
  ],
  ""props"": [],
  ""environments"": [],
  ""scenes"": [
    {
      ""title"": ""Chapter 1 Segment 3"",
      ""location"": null,
      ""action"": null,
      ""actorsInvolved"": [
        ""ኅሩያን"",
        ""እቤ"",
        ""ቅዱስ"",
        ""ወዓቢይ"",
        ""እማኅደሩ""
      ]
    }
  ],
  ""blocking"": {
    ""anchors"": [],
    ""paths"": []
  }
}
```"
1,segment_004,segment,DONE,C:\Users\sasch\visionexe\stories\template\filmsets\story_001\segment_004\segment.txt,"```json
{
  ""actors"": [
    {""name"":""ወእምህየ"",""visualTraits"":null,""changes"":null,""role"":""character""},
    {""name"":""ይይድ"",""visualTraits"":null,""changes"":null,""role"":""character""},
    {""name"":""ዲ"",""visualTraits"":null,""changes"":null,""role"":""character""},
    {""name"":""ሲና"",""visualTraits"":null,""changes"":null,""role"":""character""},
    {""name"":""ደብር"",""visualTraits"":null,""changes"":null,""role"":""character""},
    {""name"":""ወያስተርኢ"",""visualTraits"":null,""changes"":null,""role"":""character""},
    {""name"":""ትዕይንቱ"",""visualTraits"":null,""changes"":null,""role"":""character""},
    {""name"":""ጽንዓ"",""visualTraits"":null,""changes"":null,""role"":""character""},
    {""name"":""ኃይሉ"",""visualTraits"":null,""changes"":null,""role"":""character""},
    {""name"":""እምሰማይ"",""visualTraits"":null,""changes"":null,""role"":""character""}
  ],
  ""props"": [],
  ""environments"": [],
  ""scenes"": [
    {
      ""title"":""Chapter 1 Segment 4"",
      ""location"":null,
      ""action"":null,
      ""actorsInvolved"":[
        ""ወእምህየ"",
        ""ይይድ"",
        ""ዲ"",
        ""ሲና"",
        ""ደብር"",
        ""ወያስተርኢ"",
        ""ትዕይንቱ"",
        ""ጽንዓ"",
        ""ኃይሉ"",
        ""እምሰማይ""
      ]
    }
  ],
  ""blocking"": {
    ""anchors"": [],
    ""paths"": []
  }
}
```"
1,segment_005,segment,DONE,C:\Users\sasch\visionexe\stories\template\filmsets\story_001\segment_005\segment.txt,"```json
{
  ""actors"": [],
  ""props"": [],
  ""environments"": [],
  ""scenes"": [],
  ""blocking"": {
    ""anchors"": [],
    ""paths"": []
  }
}
```"
1,segment_006,segment,DONE,C:\Users\sasch\visionexe\stories\template\filmsets\story_001\segment_006\segment.txt,"```json
{
  ""actors"": [
    {
      ""name"": ""እምላህብ"",
      ""visualTraits"": [],
      ""changes"": [],
      ""role"": ""actor""
    }
  ],
  ""props"": [
    {
      ""name"": ""ድባር"",
      ""visualTraits"": [],
      ""changes"": [],
      ""role"": ""prop""
    }
  ],
  ""environments"": [],
  ""scenes"": [],
  ""blocking"": {
    ""anchors"": [],
    ""paths"": []
  }
}
```"
1,segment_007,segment,DONE,C:\Users\sasch\visionexe\stories\template\filmsets\story_001\segment_007\segment.txt,"```json
{
  ""actors"": [],
  ""props"": [],
  ""environments"": [
    {
      ""name"": ""earth"",
      ""role"": ""setting""
    },
    {
      ""name"": ""rain"",
      ""role"": ""setting""
    },
    {
      ""name"": ""water"",
      ""role"": ""setting""
    },
    {
      ""name"": ""day"",
      ""role"": ""setting""
    },
    {
      ""name"": ""light"",
      ""role"": ""setting""
    }
  ],
  ""scenes"": [
    {
      ""title"": ""Natural Cycle"",
      ""location"": ""earth"",
      ""action"": ""rain falls, water flows, day brings justice, light is sacred"",
      ""actorsInvolved"": []
    }
  ],
  ""blocking"": {
    ""anchors"": [
      {
        ""id"": ""earth_anchor"",
        ""description"": ""earth surface""
      }
    ],
    ""paths"": []
  }
}
```"
1,segment_008,segment,DONE,C:\Users\sasch\visionexe\stories\template\filmsets\story_001\segment_008\segment.txt,"```json
{
  ""actors"": [
    {""name"":""ለጻድቃንሰ"",""visualTraits"":null,""changes"":null,""role"":""unknown""},
    {""name"":""ሰላመ"",""visualTraits"":null,""changes"":null,""role"":""unknown""},
    {""name"":""ይገብር"",""visualTraits"":null,""changes"":null,""role"":""unknown""},
    {""name"":""ሎሙ"",""visualTraits"":null,""changes"":null,""role"":""unknown""},
    {""name"":""ወየዐቅቦሙ"",""visualTraits"":null,""changes"":null,""role"":""unknown""},
    {""name"":""ለኅሩያን"",""visualTraits"":null,""changes"":null,""role"":""unknown""},
    {""name"":""ወይውን"",""visualTraits"":null,""changes"":null,""role"":""unknown""},
    {""name"":""ሣህል"",""visualTraits"":null,""changes"":null,""role"":""unknown""},
    {""name"":""ላዕሌሆሙ"",""visualTraits"":null,""changes"":null,""role"":""unknown""},
    {""name"":""ወይውኑ"",""visualTraits"":null,""changes"":null,""role"":""unknown""},
    {""name"":""ዘምላ"",""visualTraits"":null,""changes"":null,""role"":""unknown""},
    {""name"":""ወይሤርሑ"",""visualTraits"":null,""changes"":null,""role"":""unknown""},
    {""name"":""ወይትባረኩ"",""visualTraits"":null,""changes"":null,""role"":""unknown""},
    {""name"":""ወይሀርህ"",""visualTraits"":null,""changes"":null,""role"":""unknown""},
    {""name"":""ብርሃነ"",""visualTraits"":null,""changes"":null,""role"":""unknown""},
    {""name"":""ምላ"",""visualTraits"":null,""changes"":null,""role"":""unknown""}
  ],
  ""props"": [],
  ""environments"": [],
  ""scenes"": [
    {
      ""title"":""Chapter 1 Segment 8"",
      ""location"":null,
      ""action"":""chanting"",
      ""actorsInvolved"":[
        ""ለጻድቃንሰ"",""ሰላመ"",""ይገብር"",""ሎሙ"",
        ""ወየዐቅቦሙ"",""ለኅሩያን"",""ወይውን"",""ሣህል"",
        ""ላዕሌሆሙ"",""ወይውኑ"",""ዘምላ"",""ወይሤርሑ"",
        ""ወይትባረኩ"",""ወይሀርህ"",""ብርሃነ"",""ምላ""
      ]
    }
  ],
  ""blocking"": {
    ""anchors"": [],
    ""paths"": []
  }
}
```"
1,segment_009,segment,DONE,C:\Users\sasch\visionexe\stories\template\filmsets\story_001\segment_009\segment.txt,"```json
{
  ""actors"": [
    {
      ""name"": ""ወናሁ"",
      ""visualTraits"": null,
      ""changes"": null,
      ""role"": ""unknown""
    },
    {
      ""name"": ""ቅዱሳን"",
      ""visualTraits"": null,
      ""changes"": null,
      ""role"": ""unknown""
    },
    {
      ""name"": ""ላዕሌሆሙ"",
      ""visualTraits"": null,
      ""changes"": null,
      ""role"": ""unknown""
    },
    {
      ""name"": ""ለረሲዓን"",
      ""visualTraits"": null,
      ""changes"": null,
      ""role"": ""unknown""
    },
    {
      ""name"": ""ዘሥጋ"",
      ""visualTraits"": null,
      ""changes"": null,
      ""role"": ""unknown""
    },
    {
      ""name"": ""ወረሰዩ"",
      ""visualTraits"": null,
      ""changes"": null,
      ""role"": ""unknown""
    },
    {
      ""name"": ""ወረሲዓን"",
      ""visualTraits"": null,
      ""changes"": null,
      ""role"": ""unknown""
    }
  ],
  ""props"": [],
  ""environments"": [],
  ""scenes"": [
    {
      ""title"": ""Line 1"",
      ""location"": null,
      ""action"": null,
      ""actorsInvolved"": [""ወናሁ"", ""ቅዱሳን"", ""ላዕሌሆሙ"", ""ለረሲዓን"", ""ዘሥጋ"", ""ወረሰዩ"", ""ወረሲዓን""]
    },
    {
      ""title"": ""Line 2"",
      ""location"": null,
      ""action"": null,
      ""actorsInvolved"": [""ወናሁ"", ""ቅዱሳን"", ""ላዕሌሆሙ"", ""ለረሲዓን"", ""ዘሥጋ"", ""ወረሰዩ"", ""ወረሲዓን""]
    },
    {
      ""title"": ""Line 3"",
      ""location"": null,
      ""action"": null,
      ""actorsInvolved"": [""ወናሁ"", ""ቅዱሳን"", ""ላዕሌሆሙ"", ""ለረሲዓን"", ""ዘሥጋ"", ""ወረሰዩ"", ""ወረሲዓን""]
    },
    {
      ""title"": ""Line 4"",
      ""location"": null,
      ""action"": null,
      ""actorsInvolved"": [""ወናሁ"", ""ቅዱሳን"", ""ላዕሌሆሙ"", ""ለረሲዓን"", ""ዘሥጋ"", ""ወረሰዩ"", ""ወረሲዓን""]
    },
    {
      ""title"": ""Line 5"",
      ""location"": null,
      ""action"": null,
      ""actorsInvolved"": [""ወናሁ"", ""ቅዱሳን"", ""ላዕሌሆሙ"", ""ለረሲዓን"", ""ዘሥጋ"", ""ወረሰዩ"", ""ወረሲዓን""]
    },
    {
      ""title"": ""Line 6"",
      ""location"": null,
      ""action"": null,
      ""actorsInvolved"": [""ወናሁ"", ""ቅዱሳን"", ""ላዕሌሆሙ"", ""ለረሲዓን"", ""ዘሥጋ"", ""ወረሰዩ"", ""ወረሲዓን""]
    },
    {
      ""title"": ""Line 7"",
      ""location"": null,
      ""action"": null,
      ""actorsInvolved"": [""ወናሁ"", ""ቅዱሳን"", ""ላዕሌሆሙ"", ""ለረሲዓን"", ""ዘሥጋ"", ""ወረሰዩ"", ""ወረሲዓን""]
    }
  ],
  ""blocking"": {
    ""anchors"": [],
    ""paths"": []
  }
}
```"
2,segment_001,segment,DONE,C:\Users\sasch\visionexe\stories\template\filmsets\story_002\segment_001\segment.txt,"```json
{
  ""actors"": [],
  ""props"": [
    {
      ""name"": ""ብርሃናት"",
      ""visualTraits"": [],
      ""changes"": [],
      ""role"": ""light""
    }
  ],
  ""environments"": [
    {
      ""name"": ""ሰማይ"",
      ""visualTraits"": [],
      ""changes"": [],
      ""role"": ""sky""
    }
  ],
  ""scenes"": [
    {
      ""title"": ""Beat 1"",
      ""location"": ""ሰማይ"",
      ""action"": null,
      ""actorsInvolved"": []
    },
    {
      ""title"": ""Beat 2"",
      ""location"": ""ሰማይ"",
      ""action"": null,
      ""actorsInvolved"": []
    },
    {
      ""title"": ""Beat 3"",
      ""location"": ""ሰማይ"",
      ""action"": null,
      ""actorsInvolved"": []
    },
    {
      ""title"": ""Beat 4"",
      ""location"": ""ሰማይ"",
      ""action"": null,
      ""actorsInvolved"": []
    },
    {
      ""title"": ""Beat 5"",
      ""location"": ""ሰማይ"",
      ""action"": null,
      ""actorsInvolved"": []
    },
    {
      ""title"": ""Beat 6"",
      ""location"": ""ሰማይ"",
      ""action"": null,
      ""actorsInvolved"": []
    },
    {
      ""title"": ""Beat 7"",
      ""location"": ""ሰማይ"",
      ""action"": null,
      ""actorsInvolved"": []
    }
  ],
  ""blocking"": {
    ""anchors"": [
      {
        ""id"": ""anchor1"",
        ""description"": ""sky""
      }
    ],
    ""paths"": []
  }
}
```"
